imdb_id,actors,country,director,dvd,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,runtime,title,tomato_consensus,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,writer,year,budget,genres,homepage,tmdb_id,overview,tmdb_popularity,revenue,tagline,tmdb_vote_average,tmdb_vote_count,wiki_page
tt1431045,"Ryan Reynolds, Karan Soni, Ed Skrein, Michael Benyaer",USA,Tim Miller,10 May 2016,8.1,"467,718",English,65.0,"A former Special Forces operative turned mercenary is subjected to a rogue experiment that leaves him with accelerated healing powers, adopting the alter ego Deadpool.",http://ia.media-imdb.com/images/M/MV5BMjQyODg5Njc4N15BMl5BanBnXkFtZTgwMzExMjE3NzE@._V1_SX300.jpg,20th Century Fox,R,12 Feb 2016,108 min,Deadpool,"Fast, funny, and gleefully profane, the fourth-wall-busting Deadpool subverts superhero film formula with wildly entertaining -- and decidedly non-family-friendly -- results.",certified,84.0,6.9,270.0,44.0,91.0,4.3,176647.0,"Rhett Reese, Paul Wernick, Fabian Nicieza (character), Rob Liefeld (character)",2016,58000000,"[Action, Adventure, Comedy, Romance]",http://www.foxmovies.com/movies/deadpool,293660,"Based upon Marvel Comics’ most unconventional anti-hero, DEADPOOL tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",12.782044,778617348,Witness the beginning of a happy ending,7.1,4580,Deadpool (film)
tt2975590,"Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg",USA,Zack Snyder,,6.9,"355,257",English,44.0,"Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",http://ia.media-imdb.com/images/M/MV5BYThjYzcyYzItNTVjNy00NDk0LTgwMWQtYjMwNmNlNWJhMzMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,PG-13,25 Mar 2016,151 min,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice smothers a potentially powerful story -- and some of America's most iconic superheroes -- in a grim whirlwind of effects-driven action.,rotten,27.0,4.9,343.0,249.0,65.0,3.6,218592.0,"Chris Terrio, David S. Goyer, Bob Kane (Batman created by), Bill Finger (Batman created by), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)",2016,250000000,"[Action, Adventure, Fantasy]",http://www.batmanvsupermandawnofjustice.com/,209112,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",31.148365,872000000,Justice or revenge,5.5,3155,Batman v Superman: Dawn of Justice
tt3498820,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan","USA, Germany","Anthony Russo, Joe Russo",,8.2,"264,088","English, German, Xhosa, Russian, Romanian",75.0,Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.,http://ia.media-imdb.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_SX300.jpg,Walt Disney Pictures,PG-13,06 May 2016,147 min,Captain America: Civil War,Captain America: Civil War begins the next wave of Marvel movies with an action-packed superhero blockbuster boasting a decidedly non-cartoonish plot and the courage to explore thought-provoking themes.,certified,90.0,7.6,315.0,32.0,90.0,4.4,156346.0,"Christopher Markus (screenplay), Stephen McFeely (screenplay), Joe Simon (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by)",2016,250000000,"[Action, Thriller, Science Fiction]",http://marvel.com/captainamericapremiere,271110,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",13.607816,383000000,Divided We Fall,6.9,2410,Captain America: Civil War
tt2948356,"Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate",USA,"Byron Howard, Rich Moore, Jared Bush",07 Jun 2016,8.2,"169,355","English, Norwegian",78.0,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",http://ia.media-imdb.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_SX300.jpg,Walt Disney Animation Studios,PG,04 Mar 2016,108 min,Zootopia,"The brilliantly well-rounded Zootopia offers a thoughtful, inclusive message that's as rich and timely as its sumptuously state-of-the-art animation -- all while remaining fast and funny enough to keep younger viewers entertained.",certified,98.0,8.1,214.0,4.0,93.0,4.4,84681.0,"Byron Howard (story by), Rich Moore (story by), Jared Bush (story by), Jim Reardon (story by), Josie Trinidad (story by), Phil Johnston (story by), Jennifer Lee (story by), Jared Bush (screenplay), Phil Johnston (screenplay)",2016,150000000,"[Animation, Adventure, Family, Comedy]",http://movies.disney.com/zootopia,269149,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",12.708456,1016556108,Welcome to the urban jungle.,7.4,1647,Zootopia
tt3385516,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult",USA,Bryan Singer,,7.3,"142,823","English, Polish, German, Arabic, Egyptian (Ancient)",52.0,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",http://ia.media-imdb.com/images/M/MV5BMjU1ODM1MzYxN15BMl5BanBnXkFtZTgwOTA4NDE2ODE@._V1_SX300.jpg,20th Century Fox,PG-13,27 May 2016,144 min,X-Men: Apocalypse,"Overloaded action and a cliched villain take the focus away from otherwise strong performers and resonant themes, making X-Men: Apocalypse a middling chapter of the venerable superhero franchise.",rotten,48.0,5.7,270.0,140.0,71.0,3.7,117112.0,"Simon Kinberg (screenplay), Bryan Singer (story), Simon Kinberg (story), Michael Dougherty (story), Dan Harris (story)",2016,234000000,"[Action, Adventure, Science Fiction, Fantasy]",http://www.foxmovies.com/movies/x-men-apocalypse,246655,"Since the dawn of civilization, he was worshipped as a god. Apocalypse, the first and most powerful mutant from Marvel’s X-Men universe, amassed the powers of many other mutants, becoming immortal and invincible. Upon awakening after thousands of years, he is disillusioned with the world as he finds it and recruits a team of powerful mutants, including a disheartened Magneto, to cleanse mankind and create a new world order, over which he will reign. As the fate of the Earth hangs in the balance, Raven with the help of Professor X must lead a team of young X-Men to stop their greatest nemesis and save mankind from complete destruction.",8.659011,0,Only the strong will survive,6.0,1553,X-Men: Apocalypse
tt2304933,"Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders",USA,J Blakeson,03 May 2016,5.2,"54,662",English,33.0,"Four waves of increasingly deadly alien attacks have left most of Earth decimated. Cassie is on the run, desperately trying to save her younger brother.",http://ia.media-imdb.com/images/M/MV5BMjQwOTc0Mzg3Nl5BMl5BanBnXkFtZTgwOTg3NjI2NzE@._V1_SX300.jpg,Sony Pictures,PG-13,22 Jan 2016,112 min,The 5th Wave,"With unimpressive effects and plot points seemingly pieced together from previous dystopian YA sci-fi films, The 5th Wave ends up feeling like more of a limp, derivative wriggle.",rotten,16.0,4.2,124.0,104.0,40.0,2.9,30598.0,"Susannah Grant (screenplay), Akiva Goldsman (screenplay), Jeff Pinkner (screenplay), Rick Yancey (novel)",2016,38000000,"[Adventure, Science Fiction]",https://www.facebook.com/5thWaveMovie/,299687,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,4.92017,109902567,Protect Your Own,5.2,894,The 5th Wave (film)
tt3040964,"Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba","UK, USA",Jon Favreau,,7.8,"96,221",English,77.0,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",http://ia.media-imdb.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@._V1_SX300.jpg,Walt Disney Pictures,PG,15 Apr 2016,106 min,The Jungle Book,"As lovely to behold as it is engrossing to watch, The Jungle Book is the rare remake that actually improves upon its predecessors -- all while setting a new standard for CGI.",certified,95.0,7.7,238.0,13.0,91.0,4.3,61060.0,"Justin Marks (screenplay), Rudyard Kipling (book)",2016,175000000,"[Adventure, Drama, Fantasy]",http://movies.disney.com/the-jungle-book-2016,278927,"An orphan boy is raised in the Jungle with the help of a pack of wolves, a bear and a black panther.",4.827144,291178337,Man is forbidden!,6.4,857,The Jungle Book (1967 film)
tt0918940,"Alexander Skarsgård, Rory J. Saper, Christian Stevens, Christoph Waltz",USA,David Yates,,6.7,"32,582",English,44.0,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",http://ia.media-imdb.com/images/M/MV5BMzY3OTI0OTcyMF5BMl5BanBnXkFtZTgwNjkxNTAwOTE@._V1_SX300.jpg,Lionsgate Pictures,PG-13,01 Jul 2016,110 min,The Legend of Tarzan,,,,,,,,,28180.0,"Adam Cozad (screenplay), Craig Brewer (screenplay), Craig Brewer (story by), Adam Cozad (story by), Edgar Rice Burroughs (based on the 'Tarzan' stories created by)",2016,180000000,"[Action, Adventure]",http://legendoftarzan.com,258489,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",26.910512,0,Human. Nature.,4.8,851,The Legend of Tarzan (film)
tt1628841,"Liam Hemsworth, Jeff Goldblum, Jessie T. Usher, Bill Pullman",USA,Roland Emmerich,,5.5,"49,522",English,32.0,"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?",http://ia.media-imdb.com/images/M/MV5BMjIyMTg5MTg4OV5BMl5BanBnXkFtZTgwMzkzMjY5NzE@._V1_SX300.jpg,20th Century Fox,PG-13,24 Jun 2016,120 min,Independence Day: Resurgence,"It's undeniably visually impressive, but like its predecessor, Independence Day: Resurgence lacks enough emotional heft to support its end-of-the-world narrative stakes.",rotten,30.0,4.3,169.0,118.0,36.0,2.8,64626.0,"Nicolas Wright (screenplay), James A. Woods (screenplay), Dean Devlin (screenplay), Roland Emmerich (screenplay), James Vanderbilt (screenplay), Dean Devlin (story by), Roland Emmerich (story by), Nicolas Wright (story by), James A. Woods (story by), Dean Devlin (based on characters created by), Roland Emmerich (based on characters created by)",2016,200000000,"[Action, Adventure, Science Fiction]",http://www.warof1996.com,47933,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",13.887304,143093317,We had twenty years to prepare. So did they.,4.7,818,Independence Day: Resurgence
tt1179933,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin",USA,Dan Trachtenberg,14 Jun 2016,7.3,"121,566",English,76.0,"After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",http://ia.media-imdb.com/images/M/MV5BMjEzMjczOTIxMV5BMl5BanBnXkFtZTgwOTUwMjI3NzE@._V1_SX300.jpg,Bad Robot Productions,PG-13,11 Mar 2016,104 min,10 Cloverfield Lane,"Smart, solidly crafted, and palpably tense, 10 Cloverfield Lane makes the most of its confined setting and outstanding cast -- and suggests a new frontier for franchise filmmaking.",certified,90.0,7.5,251.0,26.0,80.0,3.9,51382.0,"Josh Campbell (story), Matthew Stuecken (story), Josh Campbell (screenplay), Matthew Stuecken (screenplay), Damien Chazelle (screenplay)",2016,15000000,"[Drama, Horror, Mystery, Thriller]",,333371,"Waking up from a car accident, a young woman finds herself in the basement of a man who says he's saved her life from a chemical attack that has left the outside uninhabitable.",6.225681,0,Monsters come in many forms.,6.5,812,10 Cloverfield Lane
