imdb_id,actors,country,director,dvd,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,runtime,title,tomato_consensus,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,writer,year,budget,genres,homepage,tmdb_id,overview,tmdb_popularity,revenue,tagline,tmdb_vote_average,tmdb_vote_count,wiki_page
tt1399103,"Shia LaBeouf, Rosie Huntington-Whiteley, Josh Duhamel, John Turturro",USA,Michael Bay,30 Sep 2011,6.3,"324,404",English,42,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",http://ia.media-imdb.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@._V1_SX300.jpg,Paramount Studios,PG-13,29 Jun 2011,154 min,Transformers: Dark of the Moon,"Its special effects -- and 3D shots -- are undeniably impressive, but they aren't enough to fill up its loud, bloated running time, or mask its thin, indifferent script.",rotten,35,4.9,246,159,55,3.5,256083,Ehren Kruger,2011,195000000,"[Action, Science Fiction, Adventure]",http://www.transformersmovie.com/,38356,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",0.660231,1123746996,The invasion we always feared. An enemy we never expected.,6.1,2326,Transformers: Dark of the Moon
tt1219289,"Bradley Cooper, Robert De Niro, Abbie Cornish, Andrew Howard",USA,Neil Burger,19 Jul 2011,7.4,"418,360","English, Russian, Italian, Mandarin, French",59,"With the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers.",http://ia.media-imdb.com/images/M/MV5BYmViZGM0MGItZTdiYi00ZDU4LWIxNDYtNTc1NWQ5Njc2N2YwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Relativity Media,PG-13,18 Mar 2011,105 min,Limitless,"Although its script is uneven, Neil Burger directs Limitless with plenty of visual panache, and Bradley Cooper makes for a charismatic star.",fresh,70,6.4,189,57,74,3.7,107169,"Leslie Dixon (screenplay), Alan Glynn (novel)",2011,27000000,"[Thriller, Mystery, Science Fiction]",http://www.iamrogue.com/limitless/fullsite/,51876,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",1.880092,161849455,What if a pill could make you rich and powerful?,7.0,2165,Limitless (film)
tt0780504,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",USA,Nicolas Winding Refn,31 Jan 2012,7.8,"430,732","English, Spanish",78,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself trouble when he helps out his neighbor.,http://ia.media-imdb.com/images/M/MV5BZjY5ZjQyMjMtMmEwOC00Nzc2LTllYTItMmU2MzJjNTg1NjY0XkEyXkFqcGdeQXVyNjQ1MTMzMDQ@._V1_SX300.jpg,FilmDistrict,R,16 Sep 2011,100 min,Drive,"With its hyper-stylized blend of violence, music, and striking imagery, Drive represents a fully realized vision of arthouse action.",certified,92,8.3,238,18,79,3.9,114957,"Hossein Amini (screenplay), James Sallis (book)",2011,15000000,"[Drama, Action, Thriller, Crime]",,64690,"A mysterious Hollywood stuntman who moonlights as a getaway driver seems to be trying to escape his shady past as he falls for his neighbor - whose husband is in prison and who's looking after her child alone. Meanwhile, his garage mechanic boss is trying to set up a race team using gangland money, which implicates our driver as he is to be used as the race team's main driver. Our hero gets more than he bargained for when he meets the man who is married to the woman he loves.",2.149176,76175166,There are no clean getaways.,7.2,2056,Drive
tt1637688,"Justin Timberlake, Olivia Wilde, Shyloh Oostwald, Johnny Galecki",USA,Andrew Niccol,31 Jan 2012,6.7,"303,865",English,53,"In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",http://ia.media-imdb.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_SX300.jpg,20th Century Fox,PG-13,28 Oct 2011,109 min,In Time,"In Time's intriguing premise and appealing cast are easily overpowered by the blunt, heavy-handed storytelling.",rotten,36,5.2,157,101,51,3.3,68706,Andrew Niccol,2011,40000000,"[Action, Thriller, Science Fiction]",http://www.intimemovie.com/,49530,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",1.835556,173930596,Time Is Power,6.6,1832,In Time
tt0433035,"Hugh Jackman, Dakota Goyo, Evangeline Lilly, Anthony Mackie","USA, India",Shawn Levy,24 Jan 2012,7.1,"252,566","English, Ukrainian",56,"In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.",http://ia.media-imdb.com/images/M/MV5BMjEzMzEzNjg0N15BMl5BanBnXkFtZTcwMzg4NDk0Ng@@._V1_SX300.jpg,Walt Disney Pictures,PG-13,07 Oct 2011,127 min,Real Steel,"Silly premise notwithstanding, this is a well-made Hollywood movie: Thrilling and exciting action with just enough characterization.",fresh,60,5.9,212,86,73,3.9,210798,"John Gatins (screenplay), Dan Gilroy (story), Jeremy Leven (story), Richard Matheson (short story ""Steel"")",2011,110000000,"[Action, Science Fiction, Drama]",http://www.steelgetsreal.com/,39254,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",1.45432,299268508,"If you get one shot, make it real.",6.5,1675,Real Steel
tt1568346,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård","USA, Sweden, Norway",David Fincher,20 Mar 2012,7.8,"326,333",English,71,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",http://ia.media-imdb.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_SX300.jpg,Sony Pictures,R,21 Dec 2011,158 min,The Girl with the Dragon Tattoo,"Brutal yet captivating, The Girl With the Dragon Tattoo is the result of David Fincher working at his lurid best with total role commitment from star Rooney Mara.",certified,86,7.6,224,31,86,4.1,117319,"Steven Zaillian (screenplay), Stieg Larsson (novel)",2011,90000000,"[Thriller, Crime, Mystery, Drama]",http://dragontattoo.com/,65754,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",1.705732,232617430,Evil shall with evil be expelled.,7.0,1506,The Girl with the Dragon Tattoo (2011 film)
tt1133985,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong",USA,Martin Campbell,14 Oct 2011,5.6,"222,914",English,39,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",http://ia.media-imdb.com/images/M/MV5BMTMyMTg3OTM5Ml5BMl5BanBnXkFtZTcwNzczMjEyNQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,17 Jun 2011,114 min,Green Lantern,"Noisy, overproduced, and thinly written, Green Lantern squanders an impressive budget and decades of comics mythology.",rotten,26,4.6,226,167,45,3.1,148304,"Greg Berlanti (screenplay), Michael Green (screenplay), Marc Guggenheim (screenplay), Michael Goldenberg (screenplay), Greg Berlanti (screen story), Michael Green (screen story), Marc Guggenheim (screen story)",2011,200000000,"[Adventure, Action, Thriller, Science Fiction]",http://greenlanternmovie.warnerbros.com/,44912,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",1.607746,219851172,"In our darkest hour, there will be light.",5.1,1495,Green Lantern (film)
tt1324999,"Taylor Lautner, Gil Birmingham, Billy Burke, Sarah Clarke",USA,Bill Condon,11 Feb 2012,4.9,"181,424","English, Portuguese",45,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",http://ia.media-imdb.com/images/M/MV5BODgxNDE0OTAzOF5BMl5BanBnXkFtZTcwNzcwODE2Ng@@._V1_SX300.jpg,Summit Entertainment,PG-13,18 Nov 2011,117 min,The Twilight Saga: Breaking Dawn - Part 1,"Slow, joyless, and loaded with unintentionally humorous moments, Breaking Dawn Part 1 may satisfy the Twilight faithful, but it's strictly for fans of the franchise.",rotten,24,4.3,195,148,60,3.5,186009,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2011,110000000,"[Adventure, Fantasy, Romance]",http://www.breakingdawn-themovie.com/,50619,"The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world. Bella soon discovers she is pregnant, and during a nearly fatal childbirth, Edward finally fulfills her wish to become immortal. But the arrival of their remarkable daughter, Renesmee, sets in motion a perilous chain of events that pits the Cullens and their allies against the Volturi, the fearsome council of vampire leaders, setting the stage for an all-out battle.",1.404603,712171856,Forever is just the beginning,5.8,1493,The Twilight Saga (film series)
tt1436562,"Karen Disher, Jason Fricchione, Sofia Scarpa Saldanha, Leslie Mann",USA,Carlos Saldanha,02 Aug 2011,7.0,"164,953","English, Portuguese",63,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",http://ia.media-imdb.com/images/M/MV5BMTU2MDY3MzAzMl5BMl5BanBnXkFtZTcwMTg0NjM5NA@@._V1_SX300.jpg,20th Century Fox,G,15 Apr 2011,96 min,Rio,"This straightforward movie reaches great heights thanks to its colorful visual palette, catchy music, and funny vocal performances.",fresh,72,6.4,145,41,71,3.7,89588,"Carlos Saldanha (story), Earl Richey Jones (story), Todd R. Jones (story), Don Rhymer (screenplay), Joshua Sternin (screenplay), Jennifer Ventimilia (screenplay), Sam Harper (screenplay)",2011,90000000,"[Animation, Adventure, Comedy, Family]",http://www.riomovies.com/,46195,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",1.29932,484635760,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,6.5,1403,Rio
tt0945513,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright","USA, Canada",Duncan Jones,26 Jul 2011,7.5,"373,843",English,74,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.,http://ia.media-imdb.com/images/M/MV5BMTY0MTc3MzMzNV5BMl5BanBnXkFtZTcwNDE4MjE0NA@@._V1_SX300.jpg,Summit Entertainment,PG-13,01 Apr 2011,93 min,Source Code,"Finding the human story amidst the action, director Duncan Jones and charming Jake Gyllenhaal craft a smart, satisfying sci-fi thriller.",certified,92,7.5,244,20,81,3.8,123709,Ben Ripley,2011,32000000,"[Thriller, Science Fiction, Mystery]",http://www.enterthesourcecode.com/,45612,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?",2.2667,147332697,Make Every Second Count,7.0,1398,Source Code
tt1596343,"Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson",USA,Justin Lin,04 Oct 2011,7.3,"284,200","English, Portuguese, Spanish, Italian",67,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,http://ia.media-imdb.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_SX300.jpg,Universal Pictures,PG-13,29 Apr 2011,131 min,Fast Five,"Sleek, loud, and over the top, Fast Five proudly embraces its brainless action thrills and injects new life into the franchise.",certified,77,6.4,193,44,82,4.0,135554,"Chris Morgan, Gary Scott Thompson (characters)",2011,125000000,"[Action, Thriller, Crime]",http://www.watchvideoseries.com/movies/fast-five-2011-2/,51497,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",0.820567,626137675,Get the Fifth Gear.,7.1,1390,Fast Five
tt1570728,"Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone",USA,"Glenn Ficarra, John Requa",01 Nov 2011,7.4,"374,648",English,68,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",http://ia.media-imdb.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,29 Jul 2011,118 min,"Crazy, Stupid, Love.","It never lives up to the first part of its title, but Crazy, Stupid, Love's unabashed sweetness -- and its terrifically talented cast -- more than make up for its flaws.",certified,78,6.9,205,45,77,3.8,106949,Dan Fogelman,2011,50000000,"[Comedy, Drama, Romance]",http://crazystupidlove.warnerbros.com/index.html,50646,"Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",0.943888,142851197,This Is Stupid,6.9,1354,"Crazy, Stupid, Love"
