imdb_id,actors,country,director,dvd,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,runtime,title,tomato_consensus,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,writer,year,budget,genres,homepage,tmdb_id,overview,tmdb_popularity,revenue,tagline,tmdb_vote_average,tmdb_vote_count,wiki_page
tt1245526,"Bruce Willis, Mary-Louise Parker, Heidi von Palleske, Karl Urban",USA,Robert Schwentke,25 Jan 2011,7.1,"238,389","English, Russian",60,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",http://ia.media-imdb.com/images/M/MV5BMzg2Mjg1OTk0NF5BMl5BanBnXkFtZTcwMjQ4MTA3Mw@@._V1_SX300.jpg,Summit Entertainment,PG-13,15 Oct 2010,111 min,RED,"It may not be the killer thrill ride you'd expect from an action movie with a cast of this caliber, but Red still thoroughly outshines most of its big-budget counterparts with its wit and style.",certified,71,6.3,197,58,72,3.7,135317,"Jon Hoeber (screenplay), Erich Hoeber (screenplay), Warren Ellis (graphic novel), Cully Hamner (graphic novel)",2010,58000000,"[Action, Adventure, Comedy, Crime, Thriller]",http://www.red-themovie.com/,39514,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",1.872046,71664962,Still armed. Still dangerous. Still got it.,6.5,1950,Red
tt1320253,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",USA,Sylvester Stallone,23 Nov 2010,6.5,"267,567","English, Spanish",45,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,http://ia.media-imdb.com/images/M/MV5BNTUwODQyNjM0NF5BMl5BanBnXkFtZTcwNDMwMTU1Mw@@._V1_SX300.jpg,Lionsgate Films,R,13 Aug 2010,103 min,The Expendables,"It makes good on the old-school action it promises, but given all the talent on display, The Expendables should hit harder.",rotten,41,5.2,198,116,64,3.6,296781,"Dave Callaham (screenplay), Sylvester Stallone (screenplay), Dave Callaham (story)",2010,80000000,"[Action, Thriller]",http://expendablesthemovie.com/,27578,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",2.744957,274470394,Choose Your Weapon.,5.9,1884,The Expendables (2010 film)
tt1104001,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner",USA,Joseph Kosinski,05 Apr 2011,6.8,"261,611",English,49,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,http://ia.media-imdb.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_SX300.jpg,Walt Disney Pictures,PG,17 Dec 2010,125 min,TRON: Legacy,"Tron Legacy boasts dazzling visuals, but its human characters and story get lost amidst its state-of-the-art production design.",rotten,51,5.9,229,112,63,3.5,170518,"Edward Kitsis (screenplay), Adam Horowitz (screenplay), Edward Kitsis (story), Adam Horowitz (story), Brian Klugman (story), Lee Sternthal (story), Steven Lisberger (characters), Bonnie MacBird (characters)",2010,170000000,"[Adventure, Action, Science Fiction]",http://disney.go.com/tron/,20526,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",2.586272,400062763,The Game Has Changed.,6.3,1879,Tron: Legacy
tt0398286,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman",USA,"Nathan Greno, Byron Howard",29 Mar 2011,7.8,"293,803",English,71,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",http://ia.media-imdb.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_SX300.jpg,Walt Disney Pictures,PG,24 Nov 2010,100 min,Tangled,"While far from Disney's greatest film, Tangled is a visually stunning, thoroughly entertaining addition to the studio's classic animated canon.",certified,90,7.5,216,23,87,4.1,148373,"Dan Fogelman (screenplay), Jacob Grimm (based upon the fairy tale ""Rapunzel"" by), Wilhelm Grimm (based upon the fairy tale ""Rapunzel"" by)",2010,260000000,"[Animation, Family]",http://disney.go.com/disneypictures/tangled/,38757,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",2.636057,591794936,They're taking adventure to new lengths.,7.2,1801,Tangled
tt1285016,"Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons",USA,David Fincher,11 Jan 2011,7.7,"478,258","English, French",95,"Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business.",http://ia.media-imdb.com/images/M/MV5BMTM2ODk0NDAwMF5BMl5BanBnXkFtZTcwNTM1MDc2Mw@@._V1_SX300.jpg,Columbia Pictures,PG-13,01 Oct 2010,120 min,The Social Network,"Impeccably scripted, beautifully directed, and filled with fine performances, The Social Network is a riveting, ambitious example of modern filmmaking at its finest.",certified,96,9.0,290,13,86,4.1,201268,"Aaron Sorkin (screenplay), Ben Mezrich (book)",2010,40000000,[Drama],http://www.thesocialnetwork-movie.com/,37799,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",1.362541,224920315,You don't get to 500 million friends without making a few enemies.,7.0,1792,The Social Network
tt1504320,"Colin Firth, Helena Bonham Carter, Derek Jacobi, Robert Portal","UK, USA, Australia",Tom Hooper,19 Apr 2011,8.0,"501,973",English,88,"The story of King George VI of the United Kingdom of Great Britain and Northern Ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.",http://ia.media-imdb.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg,The Weinstein Company,R,25 Dec 2010,118 min,The King's Speech,"Colin Firth gives a masterful performance in The King's Speech, a predictable but stylishly produced and rousing period drama.",certified,95,8.6,265,14,92,4.3,142593,David Seidler (screenplay),2010,15000000,"[Drama, History]",http://www.kingsspeech.com/,45269,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",1.606796,414211549,Find your voice.,7.4,1492,The King's Speech
tt1542344,"James Franco, Kate Mara, Amber Tamblyn, Sean Bott","USA, UK",Danny Boyle,01 Mar 2011,7.6,"275,827","English, Italian",82,"An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",http://ia.media-imdb.com/images/M/MV5BMTc2NjMzOTE3Ml5BMl5BanBnXkFtZTcwMDE0OTc5Mw@@._V1_SX300.jpg,Fox Searchlight,R,28 Jan 2011,94 min,127 Hours,"As gut-wrenching as it is inspirational, 127 Hours unites one of Danny Boyle's most beautifully exuberant directorial efforts with a terrific performance from James Franco.",certified,93,8.3,217,15,85,4.0,94478,"Danny Boyle (screenplay), Simon Beaufoy (screenplay), Aron Ralston (book)",2010,18000000,"[Adventure, Drama, Thriller]",,44115,"127 Hours is the true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah. Over the next five days Ralston examines his life and survives the elements to finally discover he has the courage and the wherewithal to extricate himself by any means necessary, scale a 65 foot wall and hike over eight miles before he is finally rescued. Throughout his journey, Ralston recalls friends, lovers, family, and the two hikers he met before his accident. Will they be the last two people he ever had the chance to meet?",2.445674,35692920,There is no force more powerful than the will to live.,6.9,1424,127 Hours
tt0800320,"Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng",USA,Louis Leterrier,27 Jul 2010,5.8,"229,473",English,39,"Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.",http://ia.media-imdb.com/images/M/MV5BMTYxNjg4MzU5OV5BMl5BanBnXkFtZTcwOTA3NTUwMw@@._V1_SX300.jpg,Warner Bros.,PG-13,02 Apr 2010,106 min,Clash of the Titans,"An obviously affectionate remake of the 1981 original, Louis Leterrier's Clash of the Titans doesn't offer enough visual thrills to offset the deficiencies of its script.",rotten,28,4.3,239,172,39,3.1,283705,"Travis Beacham (screenplay), Phil Hay (screenplay), Matt Manfredi (screenplay), Beverley Cross",2010,125000000,"[Adventure, Fantasy, Action]",http://www.clash-of-the-titans.com/,18823,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",2.032974,232713139,Titans will clash.,5.6,1416,Clash of the Titans (2010 film)
tt0473075,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina",USA,Mike Newell,14 Sep 2010,6.6,"220,269",English,50,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,http://ia.media-imdb.com/images/M/MV5BMTMwNDg0NzcyMV5BMl5BanBnXkFtZTcwNjg4MjQyMw@@._V1_SX300.jpg,Walt Disney Pictures,PG-13,28 May 2010,116 min,Prince of Persia: The Sands of Time,"It doesn't offer much in the way of substance, but Prince of Persia is a suitably entertaining swashbuckler -- and a substantial improvement over most video game adaptations.",rotten,36,5.0,215,138,58,3.4,436512,"Boaz Yakin (screenplay), Doug Miro (screenplay), Carlo Bernard (screenplay), Jordan Mechner (screen story), Jordan Mechner (video game series ""Prince of Persia"")",2010,150000000,"[Adventure, Fantasy, Action, Romance]",http://disney.go.com/disneypictures/princeofpersia,9543,"A rogue prince (Jake Gyllenhaal) reluctantly joins forces with a mysterious princess (Gemma Arterton) and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time—a gift from the gods that can reverse time and allow its possessor to rule the world. Based on the action-adventure video game of the same name.",1.774305,335154643,Defy the Future,6.1,1416,Prince of Persia: The Sands of Time (film)
tt1037705,"Denzel Washington, Gary Oldman, Mila Kunis, Ray Stevenson",USA,"Albert Hughes, Allen Hughes",15 Jun 2010,6.9,"226,567",English,53,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",http://ia.media-imdb.com/images/M/MV5BNTE1OWI1YzgtZjEyMy00MjQ4LWE0NWMtYTNhYjc0ZDQ3ZGRkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,Warner Bros. Pictures,R,15 Jan 2010,118 min,The Book of Eli,"It's certainly uneven, and many viewers will find that its reach exceeds its grasp, but The Book of Eli finds the Hughes brothers injecting some fresh stylish fun into the kind of post-apocalyptic wasteland filmgoers have seen more than enough of lately.",rotten,48,5.5,192,100,64,3.4,349927,Gary Whitta,2010,80000000,"[Action, Thriller, Science Fiction]",,20504,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",1.349844,157107755,Some will kill to have it. He will kill to protect it.,6.5,1367,The Book of Eli
tt0944835,"Angelina Jolie Pitt, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski",USA,Phillip Noyce,21 Dec 2010,6.4,"245,204","English, Russian, Korean",65,A CIA agent goes on the run after a defector accuses her of being a Russian spy.,http://ia.media-imdb.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_SX300.jpg,Sony Pictures,PG-13,23 Jul 2010,100 min,Salt,"Angelina Jolie gives it her all in the title role, and her seasoned performance is almost enough to save Salt from its predictable and ludicrous plot.",fresh,62,6.0,231,88,59,3.4,200234,Kurt Wimmer,2010,110000000,"[Action, Thriller, Crime, Mystery]",http://www.sonypictures.com/homevideo/salt/,27576,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",1.032532,293329073,Who is Salt?,6.2,1274,Salt
tt1325004,"Xavier Samuel, Kristen Stewart, Robert Pattinson, Billy Burke",USA,David Slade,04 Dec 2010,4.9,"184,389",English,58,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",http://ia.media-imdb.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_SX300.jpg,Summit Entertainment,PG-13,30 Jun 2010,124 min,The Twilight Saga: Eclipse,"Stuffed with characters and overly reliant on uninspired dialogue, Eclipse won't win The Twilight Saga many new converts, despite an improved blend of romance and action fantasy.",rotten,49,5.5,234,120,60,3.6,333312,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2010,68000000,"[Adventure, Fantasy, Drama, Romance]",http://eclipsethemovie.com,24021,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",1.420278,698491347,It all begins ... With a choice.,5.8,1156,The Twilight Saga: Eclipse
tt1282140,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd",USA,Will Gluck,21 Dec 2010,7.1,"275,990",English,72,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,http://ia.media-imdb.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_SX300.jpg,Sony Pictures/Screen Gems,PG-13,17 Sep 2010,92 min,Easy A,"It owes a huge debt to older (and better) teen comedies, but Easy A proves a smart, witty showcase for its irresistibly charming star, Emma Stone.",certified,85,7.1,182,28,77,3.8,127644,Bert V. Royal,2010,8000000,[Comedy],http://letsnotandsaywedid.com/,37735,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",1.638784,74952305,The rumour-filled totally false account of how I ruined my flawless reputation.,6.6,1151,Easy A
