imdb_id,actors,awards,box_office,country,director,dvd,genre,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,response,runtime,title,tomato_consensus,tomato_fresh,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,type,website,writer,year
tt0816692,"Ellen Burstyn, Matthew McConaughey, Mackenzie Foy, John Lithgow",Won 1 Oscar. Another 39 wins & 132 nominations.,N/A,"USA, UK",Christopher Nolan,31 Mar 2015,"Adventure, Drama, Sci-Fi",8.6,"923,364",English,74,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,http://ia.media-imdb.com/images/M/MV5BMjIxNTU4MzY4MF5BMl5BanBnXkFtZTgwMzM4ODI3MjE@._V1_SX300.jpg,Paramount Pictures,PG-13,07 Nov 2014,True,169 min,Interstellar,"Interstellar represents more of the thrilling, thought-provoking, and visually resplendent filmmaking moviegoers have come to expect from writer-director Christopher Nolan, even if its intellectual reach somewhat exceeds its grasp.",218,certified,71,7.0,307,89,85,4.1,168343,movie,N/A,"Jonathan Nolan, Christopher Nolan",2014
tt2015381,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",Nominated for 2 Oscars. Another 48 wins & 92 nominations.,N/A,"USA, UK",James Gunn,09 Dec 2014,"Action, Adventure, Sci-Fi",8.1,"669,684",English,76,A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe.,http://ia.media-imdb.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_SX300.jpg,Walt Disney Pictures,PG-13,01 Aug 2014,True,121 min,Guardians of the Galaxy,"Guardians of the Galaxy is just as irreverent as fans of the frequently zany Marvel comic would expect -- as well as funny, thrilling, full of heart, and packed with visual splendor.",262,certified,91,7.7,287,25,92,4.4,246292,movie,N/A,"James Gunn, Nicole Perlman, Dan Abnett (comic book), Andy Lanning (comic book)",2014
tt2245084,"Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller",Won 1 Oscar. Another 13 wins & 53 nominations.,N/A,USA,"Don Hall, Chris Williams",24 Feb 2015,"Animation, Action, Adventure",7.9,"277,474",English,74,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",http://ia.media-imdb.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_SX300.jpg,Walt Disney Pictures,PG,07 Nov 2014,True,102 min,Big Hero 6,"Agreeably entertaining and brilliantly animated, Big Hero 6 is briskly-paced, action-packed, and often touching.",174,certified,89,7.3,196,22,91,4.3,126544,movie,N/A,"Jordan Roberts (screenplay), Robert L. Baird (screenplay), Daniel Gerson (screenplay), Man of Action (Big Hero 6 team and characters created by)",2014
tt1877832,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence",Nominated for 1 Oscar. Another 14 wins & 40 nominations.,N/A,"USA, UK, Canada",Bryan Singer,14 Oct 2014,"Action, Adventure, Fantasy",8.0,"509,125","English, Vietnamese, French",74,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,http://ia.media-imdb.com/images/M/MV5BNjk3MGZhMjEtOTM4NC00NzE2LTk2NzctZDc4YTUwN2E3NDhhXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,20th Century Fox,PG-13,23 May 2014,True,132 min,X-Men: Days of Future Past,X-Men: Days of Future Past combines the best elements of the series to produce a satisfyingly fast-paced outing that ranks among the franchise's finest installments.,258,certified,91,7.5,285,27,92,4.3,273529,movie,N/A,"Simon Kinberg (screenplay), Jane Goldman (story), Simon Kinberg (story), Matthew Vaughn (story)",2014
tt1843866,"Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford",Nominated for 1 Oscar. Another 5 wins & 49 nominations.,N/A,USA,"Anthony Russo, Joe Russo",09 Sep 2014,"Action, Adventure, Sci-Fi",7.8,"494,587","English, French",70,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",http://ia.media-imdb.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_SX300.jpg,Walt Disney Pictures,PG-13,04 Apr 2014,True,136 min,Captain America: The Winter Soldier,"Suspenseful and politically astute, Captain America: The Winter Soldier is a superior entry in the Avengers canon and is sure to thrill Marvel diehards.",228,certified,89,7.5,257,29,92,4.3,275186,movie,N/A,"Christopher Markus (screenplay), Stephen McFeely (screenplay), Joe Simon (based on the Marvel comic by), Jack Kirby (based on the Marvel comic by)",2014
tt2802144,"Adrian Quinton, Colin Firth, Mark Strong, Jonno Davies",6 wins & 19 nominations.,N/A,"UK, USA",Matthew Vaughn,09 Jun 2015,"Action, Adventure, Comedy",7.8,"396,599","English, Arabic, Swedish",58,"A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.",http://ia.media-imdb.com/images/M/MV5BMTkxMjgwMDM4Ml5BMl5BanBnXkFtZTgwMTk3NTIwNDE@._V1_SX300.jpg,20th Century Fox,R,13 Feb 2015,True,129 min,Kingsman: The Secret Service,"Stylish, subversive, and above all fun, Kingsman: The Secret Service finds director Matthew Vaughn sending up the spy genre with gleeful abandon.",165,fresh,74,6.8,223,58,84,4.0,121414,movie,N/A,"Jane Goldman (screenplay), Matthew Vaughn (screenplay), Mark Millar (comic book ""The Secret Service""), Dave Gibbons (comic book ""The Secret Service"")",2014
tt2872732,"Scarlett Johansson, Morgan Freeman, Min-sik Choi, Amr Waked",8 nominations.,N/A,"France, USA",Luc Besson,20 Jan 2015,"Action, Sci-Fi, Thriller",6.4,"326,601","English, French, Spanish, Korean, Chinese",61,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",http://ia.media-imdb.com/images/M/MV5BODcxMzY3ODY1NF5BMl5BanBnXkFtZTgwNzg1NDY4MTE@._V1_SX300.jpg,Universal Pictures,R,25 Jul 2014,True,89 min,Lucy,"Enthusiastic and silly, Lucy powers through the movie's logic gaps with cheesy thrills plus Scarlett Johansson's charm -- and mostly succeeds at it.",137,fresh,67,6.1,205,68,47,3.2,133468,movie,N/A,Luc Besson,2014
tt2267998,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry",Nominated for 1 Oscar. Another 64 wins & 169 nominations.,N/A,USA,David Fincher,13 Jan 2015,"Crime, Drama, Mystery",8.1,"567,353",English,79,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",http://ia.media-imdb.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_SX300.jpg,20th Century Fox,R,03 Oct 2014,True,149 min,Gone Girl,"Dark, intelligent, and stylish to a fault, Gone Girl plays to director David Fincher's sick strengths while bringing the best out of stars Ben Affleck and Rosamund Pike.",262,certified,88,8.0,297,35,87,4.1,124775,movie,N/A,"Gillian Flynn (screenplay), Gillian Flynn (novel)",2014
tt1951265,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",Nominated for 1 Golden Globe. Another 15 wins & 26 nominations.,N/A,USA,Francis Lawrence,06 Mar 2015,"Adventure, Sci-Fi, Thriller",6.7,"301,187",English,64,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",http://ia.media-imdb.com/images/M/MV5BMTcxNDI2NDAzNl5BMl5BanBnXkFtZTgwODM3MTc2MjE@._V1_SX300.jpg,Lionsgate Films,PG-13,21 Nov 2014,True,123 min,The Hunger Games: Mockingjay - Part 1,"The Hunger Games: Mockingjay - Part 1 sets up the franchise finale with a penultimate chapter loaded with solid performances and smart political subtext, though it comes up short on the action front.",164,fresh,65,6.3,251,87,72,3.8,245910,movie,N/A,"Peter Craig (screenplay), Danny Strong (screenplay), Suzanne Collins (adaptation), Suzanne Collins (novel)",2014
tt1790864,"Dylan O'Brien, Aml Ameen, Ki Hong Lee, Blake Cooper",3 wins & 10 nominations.,N/A,"USA, Canada, UK",Wes Ball,16 Dec 2014,"Action, Mystery, Sci-Fi",6.8,"309,480",English,56,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",http://ia.media-imdb.com/images/M/MV5BMjUyNTA3MTAyM15BMl5BanBnXkFtZTgwOTEyMTkyMjE@._V1_SX300.jpg,20th Century Fox,PG-13,19 Sep 2014,True,113 min,The Maze Runner,"With strong acting, a solid premise, and a refreshingly dark approach to its dystopian setting, The Maze Runner stands out from the crowded field of YA sci-fi adventures.",96,fresh,64,5.9,149,53,68,3.7,92656,movie,N/A,"Noah Oppenheim (screenplay), Grant Pierce Myers (screenplay), T.S. Nowlin (screenplay), James Dashner (novel)",2014
