imdb_id,actors,awards,box_office,country,director,dvd,genre,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,response,runtime,title,tomato_consensus,tomato_fresh,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,type,website,writer,year
tt1045658,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver",Won 1 Oscar. Another 86 wins & 145 nominations.,N/A,USA,David O. Russell,30 Apr 2013,"Comedy, Drama, Romance",7.8,"532,379",English,81,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",http://ia.media-imdb.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_SX300.jpg,The Weinstein Company,R,25 Dec 2012,True,122 min,Silver Linings Playbook,"Silver Linings Playbook walks a tricky thematic tightrope, but David O. Russell's sensitive direction and some sharp work from a talented cast gives it true balance.",211,certified,92,8.2,230,19,86,4.1,258287,movie,N/A,"David O. Russell (screenplay), Matthew Quick (novel)",2012
tt1217209,"Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters",Won 1 Oscar. Another 18 wins & 47 nominations.,N/A,USA,"Mark Andrews, Brenda Chapman, Steve Purcell",13 Nov 2012,"Animation, Adventure, Comedy",7.2,"270,429",English,69,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",http://ia.media-imdb.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_SX300.jpg,Walt Disney Pictures,PG,22 Jun 2012,True,93 min,Brave,"Brave offers young audiences and fairy tale fans a rousing, funny fantasy adventure with a distaff twist and surprising depth.",179,certified,79,7.0,229,50,76,3.9,277569,movie,N/A,"Brenda Chapman (story by), Mark Andrews (screenplay), Steve Purcell (screenplay), Brenda Chapman (screenplay), Irene Mecchi (screenplay)",2012
tt1637725,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale",Nominated for 1 Oscar. Another 13 wins & 28 nominations.,N/A,USA,Seth MacFarlane,11 Dec 2012,"Comedy, Fantasy",7.0,"466,710","English, Ukrainian",62,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",http://ia.media-imdb.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX300.jpg,Universal Pictures,R,29 Jun 2012,True,106 min,Ted,"Ted's ""romance versus bromance"" plot is familiar, but the film's held aloft by the high-concept central premise and a very funny (albeit inconsistent) script.",137,fresh,67,6.4,204,67,73,3.8,374185,movie,N/A,"Seth MacFarlane (screenplay), Alec Sulkin (screenplay), Wellesley Wild (screenplay), Seth MacFarlane (story by)",2012
tt1409024,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement",1 win & 13 nominations.,N/A,USA,Barry Sonnenfeld,30 Nov 2012,"Action, Adventure, Comedy",6.8,"265,799","English, Ukrainian",58,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,http://ia.media-imdb.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_SX300.jpg,Sony Pictures,PG-13,25 May 2012,True,106 min,Men in Black 3,"It isn't exactly a persuasive argument for the continuation of the franchise, but Men in Black III is better than its predecessor and manages to exceed expectations.",159,fresh,68,6.0,234,75,70,3.8,756715,movie,N/A,"Etan Cohen, Lowell Cunningham (based on the Malibu comic by)",2012
tt1232829,"Jonah Hill, Channing Tatum, Brie Larson, Dave Franco",11 wins & 18 nominations.,N/A,USA,"Phil Lord, Christopher Miller",26 Jun 2012,"Action, Comedy, Crime",7.2,"407,072",English,69,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,http://ia.media-imdb.com/images/M/MV5BMTc3NzQ3OTg3NF5BMl5BanBnXkFtZTcwMjk5OTcxNw@@._V1_SX300.jpg,Sony Pictures,R,16 Mar 2012,True,109 min,21 Jump Street,"A smart, affectionate satire of '80s nostalgia and teen movie tropes, 21 Jump Street offers rowdy mainstream comedy with a surprisingly satisfying bite.",178,certified,85,7.2,210,32,82,4.0,255936,movie,N/A,"Michael Bacall (screenplay), Michael Bacall (story), Jonah Hill (story), Patrick Hasburgh (television series), Stephen J. Cannell (television series)",2012
tt1024648,"Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman",Won 3 Oscars. Another 91 wins & 150 nominations.,N/A,USA,Ben Affleck,19 Feb 2013,"Biography, Drama, History",7.7,"451,322","English, Persian",86,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1980.",http://ia.media-imdb.com/images/M/MV5BMTc3MjI0MjM0NF5BMl5BanBnXkFtZTcwMTYxMTQ1OA@@._V1_SX300.jpg,Warner Bros. Pictures,R,12 Oct 2012,True,120 min,Argo,"Tense, exciting, and often darkly comic, Argo recreates a historical event with vivid attention to detail and finely wrought characters.",293,certified,96,8.4,306,13,90,4.2,205841,movie,N/A,"Chris Terrio (screenplay), Tony Mendez (based on a selection from ""The Master of Disguise"" by), Joshuah Bearman (based on the Wired Magazine article ""The Great Escape"" by)",2012
tt1764651,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",3 wins & 5 nominations.,N/A,USA,Simon West,20 Nov 2012,"Action, Adventure, Thriller",6.7,"246,483",English,51,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",http://ia.media-imdb.com/images/M/MV5BMTQzODkwNDQxNV5BMl5BanBnXkFtZTcwNTQ1ODAxOA@@._V1_SX300.jpg,Lionsgate,R,17 Aug 2012,True,103 min,The Expendables 2,"Taut, violent, and suitably self-deprecating, The Expendables 2 gives classic action fans everything they can reasonably expect from a star-studded shoot-'em-up -- for better and for worse.",83,fresh,66,5.8,126,43,67,3.7,314795,movie,N/A,"Richard Wenk (screenplay), Sylvester Stallone (screenplay), Ken Kaufman (story), David Agosto (story), Richard Wenk (story), Dave Callaham (characters)",2012
tt0790724,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",1 win & 4 nominations.,N/A,USA,Christopher McQuarrie,07 May 2013,"Action, Crime, Mystery",7.0,"225,893",English,50,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,http://ia.media-imdb.com/images/M/MV5BMTM1NjUxMDI3OV5BMl5BanBnXkFtZTcwNjg1ODM3OA@@._V1_SX300.jpg,Paramount Pictures,PG-13,21 Dec 2012,True,130 min,Jack Reacher,Jack Reacher is an above-average crime thriller with a smoothly charismatic performance from Tom Cruise.,105,fresh,62,6.2,170,65,67,3.6,114506,movie,N/A,"Lee Child (based on the book ""One Shot"" by), Christopher McQuarrie (written for the screen by)",2012
tt1371111,"Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving",Nominated for 1 Golden Globe. Another 16 wins & 72 nominations.,N/A,"Germany, USA, Hong Kong, Singapore","Tom Tykwer, Lana Wachowski, Lilly Wachowski",14 May 2013,"Drama, Sci-Fi",7.5,"284,380","English, Spanish, Ukrainian",55,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",http://ia.media-imdb.com/images/M/MV5BMTczMTgxMjc4NF5BMl5BanBnXkFtZTcwNjM5MTA2OA@@._V1_SX300.jpg,Warner Bros. Pictures,R,26 Oct 2012,True,172 min,Cloud Atlas,"Its sprawling, ambitious blend of thought-provoking narrative and eye-catching visuals will prove too unwieldy for some, but the sheer size and scope of Cloud Atlas are all but impossible to ignore.",169,fresh,66,6.6,256,87,66,3.6,186340,movie,N/A,"David Mitchell (novel), Lana Wachowski (written for the screen by), Tom Tykwer (written for the screen by), Lilly Wachowski (written for the screen by)",2012
tt1735898,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin",Nominated for 2 Oscars. Another 12 wins & 31 nominations.,N/A,USA,Rupert Sanders,11 Sep 2012,"Action, Adventure, Drama",6.1,"227,694",English,57,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",http://ia.media-imdb.com/images/M/MV5BMTQ1NDA0MTk5OV5BMl5BanBnXkFtZTcwMTM4NDMwNw@@._V1_SX300.jpg,Universal Pictures,PG-13,01 Jun 2012,True,127 min,Snow White and the Huntsman,"While it offers an appropriately dark take on the fairy tale that inspired it, Snow White and the Huntsman is undone by uneven acting, problematic pacing, and a confused script.",105,rotten,48,5.6,217,112,52,3.3,409419,movie,N/A,"Evan Daugherty (screenplay), John Lee Hancock (screenplay), Hossein Amini (screenplay), Evan Daugherty (screen story)",2012
tt1194173,"Jeremy Renner, Scott Glenn, Stacy Keach, Edward Norton",1 win & 11 nominations.,N/A,USA,Tony Gilroy,11 Dec 2012,"Action, Adventure, Thriller",6.7,"227,905","English, Russian, Filipino, Ukrainian",61,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",http://ia.media-imdb.com/images/M/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1_SX300.jpg,Universal Pictures,PG-13,10 Aug 2012,True,135 min,The Bourne Legacy,"It isn't quite as compelling as the earlier trilogy, but The Bourne Legacy proves the franchise has stories left to tell -- and benefits from Jeremy Renner's magnetic work in the starring role.",122,rotten,56,5.9,219,97,58,3.5,281258,movie,N/A,"Tony Gilroy (screenplay), Dan Gilroy (screenplay), Tony Gilroy (story), Robert Ludlum (inspired by ""The Bourne Series"" created by)",2012
tt1397280,"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser",1 win & 2 nominations.,N/A,France,Olivier Megaton,15 Jan 2013,"Action, Crime, Thriller",6.3,"238,112","English, Turkish, Arabic",45,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",http://ia.media-imdb.com/images/M/MV5BMTkwNTQ0ODExOV5BMl5BanBnXkFtZTcwNjU3NDQwOA@@._V1_SX300.jpg,20th Century Fox,PG-13,05 Oct 2012,True,92 min,Taken 2,Taken 2 is largely bereft of the kinetic thrills -- and surprises -- that made the original a hit.,35,rotten,21,4.2,165,130,53,3.4,211940,movie,N/A,"Luc Besson, Robert Mark Kamen, Luc Besson (based on characters created by), Robert Mark Kamen (based on characters created by)",2012
tt1667889,"Aziz Ansari, Joy Behar, Christopher Campbell, Alain Chabat",2 wins & 10 nominations.,N/A,USA,"Steve Martino, Mike Thurmeier",11 Dec 2012,"Animation, Adventure, Comedy",6.7,"143,515",English,49,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",http://ia.media-imdb.com/images/M/MV5BMTM3NDM5MzY5Ml5BMl5BanBnXkFtZTcwNjExMDUwOA@@._V1_SX300.jpg,20th Century Fox,PG,13 Jul 2012,True,88 min,Ice Age: Continental Drift,"Ice Age: Continental Drift 3D has moments of charm and witty slapstick, but it often seems content to recycle ideas from the previous films.",48,rotten,37,5.1,131,83,62,3.6,150638,movie,N/A,"Michael Berg (screenplay), Jason Fuchs (screenplay), Michael Berg (story), Lori Forte (story)",2012
tt1386703,"Colin Farrell, Kate Beckinsale, Jessica Biel, Bryan Cranston",1 win & 5 nominations.,N/A,"USA, Canada",Len Wiseman,18 Dec 2012,"Action, Adventure, Mystery",6.3,"201,957","English, Ukrainian",43,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",http://ia.media-imdb.com/images/M/MV5BN2ZiMDMzYWItNDllZC00ZmRmLWI1YzktM2M5M2ZmZDg1OGNlXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,Sony Pictures,PG-13,03 Aug 2012,True,118 min,Total Recall,"While it boasts some impressive action sequences, Total Recall lacks the intricate plotting, wry humor, and fleshed out characters that made the original a sci-fi classic.",67,rotten,30,5.0,222,155,47,3.2,116277,movie,N/A,"Kurt Wimmer (screenplay), Mark Bomback (screenplay), Ronald Shusett (screen story by), Dan O'Bannon (screen story by), Jon Povill (screen story by), Kurt Wimmer (screen story by), Ronald Shusett (based on the motion picture ""Total Recall"",  screenplay by), Dan O'Bannon (based on the motion picture ""Total Recall"",  screenplay by), Gary Goldman (based on the motion picture ""Total Recall"",  screenplay by), Ronald Shusett (based on the motion picture ""Total Recall"",  screen story by), Dan O'Bannon (based on the motion picture ""Total Recall"",  screen story by), Jon Povill (based on the motion picture ""Total Recall"",  screen story by)",2012
tt1907668,"Nadine Velazquez, Denzel Washington, Carter Cabassa, Adam C. Edwards",Nominated for 2 Oscars. Another 16 wins & 41 nominations.,N/A,USA,Robert Zemeckis,05 Feb 2013,"Drama, Romance, Thriller",7.3,"263,635",English,76,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",http://ia.media-imdb.com/images/M/MV5BMTUxMjI1OTMxNl5BMl5BanBnXkFtZTcwNjc3NTY1OA@@._V1_SX300.jpg,Paramount Pictures,R,02 Nov 2012,True,138 min,Flight,"Robert Zemeckis makes a triumphant return to live-action cinema with Flight, a thoughtful and provocative character study propelled by a compelling performance from Denzel Washington.",173,certified,78,7.0,223,50,75,3.8,152541,movie,N/A,John Gatins,2012
tt0837562,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",Nominated for 1 Golden Globe. Another 2 wins & 14 nominations.,N/A,USA,Genndy Tartakovsky,29 Jan 2013,"Animation, Comedy, Family",7.1,"163,553",English,47,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.",http://ia.media-imdb.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_SX300.jpg,Sony Pictures,PG,28 Sep 2012,True,91 min,Hotel Transylvania,"Hotel Transylvania's buoyant, giddy tone may please children, but it might be a little too loud and thinly-scripted for older audiences.",63,rotten,45,5.3,141,78,72,3.9,150166,movie,N/A,"Peter Baynham (screenplay), Robert Smigel (screenplay), Todd Durham (story), Dan Hageman (story), Kevin Hageman (story)",2012
tt1673434,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli",20 wins & 11 nominations.,N/A,USA,Bill Condon,02 Mar 2013,"Adventure, Drama, Fantasy",5.5,"185,106",English,52,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",http://ia.media-imdb.com/images/M/MV5BMTcyMzUyMzY1OF5BMl5BanBnXkFtZTcwNDQ4ODk1OA@@._V1_SX300.jpg,Lionsgate/Summit Entertainment,PG-13,16 Nov 2012,True,115 min,The Twilight Saga: Breaking Dawn - Part 2,"It's the most entertaining Twilight, but that's not enough to make Breaking Dawn Part 2 worth watching for filmgoers who don't already count themselves among the franchise converts.",88,rotten,49,5.2,181,93,70,3.8,292172,movie,N/A,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2012
tt1659337,"Logan Lerman, Dylan McDermott, Kate Walsh, Patrick de Ledebur",18 wins & 48 nominations.,N/A,USA,Stephen Chbosky,12 Feb 2013,"Drama, Romance",8.0,"350,481",English,67,An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,http://ia.media-imdb.com/images/M/MV5BMzIxOTQyODU1OV5BMl5BanBnXkFtZTcwMDQ4Mjg4Nw@@._V1_SX300.jpg,Lionsgate Films,PG-13,12 Oct 2012,True,102 min,The Perks of Being a Wallflower,The Perks of Being a Wallflower is a heartfelt and sincere adaptation that's bolstered by strong lead performances.,130,certified,86,7.4,152,22,89,4.2,136565,movie,N/A,"Stephen Chbosky (screenplay), Stephen Chbosky (book)",2012
tt1440129,"Taylor Kitsch, Alexander Skarsgård, Rihanna, Brooklyn Decker",4 wins & 14 nominations.,N/A,USA,Peter Berg,28 Aug 2012,"Action, Adventure, Sci-Fi",5.9,"201,179","English, Japanese",41,A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.,http://ia.media-imdb.com/images/M/MV5BMjI5NTM5MDA2N15BMl5BanBnXkFtZTcwNjkwMzQxNw@@._V1_SX300.jpg,Universal,PG-13,18 May 2012,True,131 min,Battleship,"It may offer energetic escapism for less demanding filmgoers, but Battleship is too loud, poorly written, and formulaic to justify its expense -- and a lot less fun than its source material.",72,rotten,34,4.6,212,140,54,3.3,455999,movie,N/A,"Jon Hoeber, Erich Hoeber",2012
tt1981677,"Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow",6 wins & 20 nominations.,N/A,USA,Jason Moore,18 Dec 2012,"Comedy, Music, Romance",7.2,"210,396",English,66,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",http://ia.media-imdb.com/images/M/MV5BMTcyMTMzNzE5N15BMl5BanBnXkFtZTcwNzg5NjM5Nw@@._V1_SX300.jpg,Universal Studios,PG-13,05 Oct 2012,True,112 min,Pitch Perfect,"Pitch Perfect's plot is formulaic, but the performances are excellent and the musical numbers are toe-tapping as well.",114,certified,80,6.4,142,28,83,4.1,125457,movie,N/A,"Kay Cannon (screenplay), Mickey Rapkin (based on the book by)",2012
