imdb_id,actors,awards,box_office,country,director,dvd,genre,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,released,response,runtime,title,tomato_consensus,tomato_fresh,tomato_image,tomato_meter,tomato_rating,tomato_reviews,tomato_rotten,tomato_user_meter,tomato_user_rating,tomato_user_reviews,type,website,writer,year
tt0468569,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine",Won 2 Oscars. Another 146 wins & 142 nominations.,N/A,"USA, UK",Christopher Nolan,09 Dec 2008,"Action, Crime, Drama",9.0,"1,670,736","English, Mandarin",82,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, the caped crusader must come to terms with one of the greatest psychological tests of his ability to fight injustice.",http://ia.media-imdb.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg,Warner Bros. Pictures/Legendary,PG-13,18 Jul 2008,True,152 min,The Dark Knight,"Dark, complex and unforgettable, The Dark Knight succeeds not just as an entertaining comic book film, but as a richly thrilling crime saga.",298,certified,94,8.6,317,19,94,4.4,1822797,movie,N/A,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)",2008
tt0371746,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow",Nominated for 2 Oscars. Another 19 wins & 61 nominations.,N/A,USA,Jon Favreau,30 Sep 2008,"Action, Adventure, Sci-Fi",7.9,"694,275","English, Persian, Urdu, Arabic, Hungarian",79,"After being held captive in an Afghan cave, a billionaire engineer creates a unique weaponized suit of armor to fight evil.",http://ia.media-imdb.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,02 May 2008,True,126 min,Iron Man,"Director Jon Favreau and star Robert Downey Jr. make this smart, high impact superhero movie one that even non-comics fans can enjoy.",249,certified,94,7.7,266,17,91,4.2,1075167,movie,N/A,"Mark Fergus (screenplay), Hawk Ostby (screenplay), Art Marcum (screenplay), Matt Holloway (screenplay), Stan Lee (characters), Don Heck (characters), Larry Lieber (characters), Jack Kirby (characters)",2008
tt0910970,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard",Won 1 Oscar. Another 86 wins & 85 nominations.,N/A,USA,Andrew Stanton,18 Nov 2008,"Animation, Adventure, Family",8.4,"705,530",English,94,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",http://ia.media-imdb.com/images/M/MV5BMTczOTA3MzY2N15BMl5BanBnXkFtZTcwOTYwNjE2MQ@@._V1_SX300.jpg,Walt Disney Pictures,G,27 Jun 2008,True,98 min,WALL·E,"Wall-E's stellar visuals testify once again to Pixar's ingenuity, while its charming star will captivate younger viewers -- and its timely story offers thought-provoking subtext.",235,certified,96,8.5,244,9,89,4.2,594380,movie,N/A,"Andrew Stanton (original story by), Pete Docter (original story by), Andrew Stanton (screenplay), Jim Reardon (screenplay)",2008
tt0936501,"Liam Neeson, Maggie Grace, Leland Orser, Jon Gries",2 wins & 2 nominations.,N/A,France,Pierre Morel,12 May 2009,"Action, Thriller",7.9,"479,333","English, French, Albanian, Arabic",50,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",http://ia.media-imdb.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_SX300.jpg,20th Century Fox,PG-13,30 Jan 2009,True,93 min,Taken,"Taken is undeniably fun with slick action, but is largely a brainless exercise.",96,rotten,58,5.8,166,70,85,4.1,737502,movie,N/A,"Luc Besson, Robert Mark Kamen",2008
tt0830515,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",Nominated for 2 BAFTA Film Awards. Another 4 wins & 29 nominations.,N/A,"UK, USA",Marc Forster,24 Mar 2009,"Action, Adventure",6.7,"330,283","English, Spanish, Italian, French, Swiss German, German",58,"James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.",http://ia.media-imdb.com/images/M/MV5BMTY0MjI4MDI5MF5BMl5BanBnXkFtZTcwODkwNjk3MQ@@._V1_SX300.jpg,Sony/MGM,PG-13,14 Nov 2008,True,106 min,Quantum of Solace,"Brutal and breathless, Quantum Of Solace delivers tender emotions along with frenetic action, but coming on the heels of Casino Royale, it's still a bit of a disappointment.",182,fresh,65,6.1,280,98,58,3.4,430829,movie,N/A,"Paul Haggis, Neal Purvis, Robert Wade",2008
tt1099212,"Kristen Stewart, Sarah Clarke, Matt Bushell, Billy Burke",27 wins & 11 nominations.,N/A,USA,Catherine Hardwicke,21 Mar 2009,"Drama, Fantasy, Romance",5.2,"346,219",English,56,A teenage girl risks everything when she falls in love with a vampire.,http://ia.media-imdb.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_SX300.jpg,Summit Entertainment,PG-13,21 Nov 2008,True,122 min,Twilight,"Having lost much of its bite transitioning to the big screen, Twilight will please its devoted fans, but do little for the uninitiated.",99,rotten,48,5.4,206,107,72,3.9,625166,movie,N/A,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2008
tt0441773,"Jack Black, Dustin Hoffman, Angelina Jolie Pitt, Ian McShane",Nominated for 1 Oscar. Another 14 wins & 38 nominations.,N/A,USA,"Mark Osborne, John Stevenson",09 Nov 2008,"Animation, Action, Adventure",7.6,"306,092",English,73,"In the Valley of Peace, Po the Panda finds himself chosen as the Dragon Warrior despite the fact that he is obese and a complete novice at martial arts.",http://ia.media-imdb.com/images/M/MV5BMTIxOTY1NjUyN15BMl5BanBnXkFtZTcwMjMxMDk1MQ@@._V1_SX300.jpg,Paramount Pictures,PG,06 Jun 2008,True,92 min,Kung Fu Panda,"Kung Fu Panda has a familiar message, but the pleasing mix of humor, swift martial arts action, and colorful animation makes for winning Summer entertainment.",155,certified,87,7.2,178,23,82,3.9,583348,movie,N/A,"Jonathan Aibel (screenplay), Glenn Berger (screenplay), Ethan Reiff (story), Cyrus Voris (story)",2008
tt0800080,"Edward Norton, Liv Tyler, Tim Roth, William Hurt",1 win & 8 nominations.,N/A,USA,Louis Leterrier,21 Oct 2008,"Action, Adventure, Sci-Fi",6.8,"325,570","English, Portuguese, Spanish",61,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he emerges whenever he loses his temper. However, Banner then must fight a soldier who unleashes himself as a threat stronger than he.",http://ia.media-imdb.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_SX300.jpg,Universal Pictures,PG-13,13 Jun 2008,True,112 min,The Incredible Hulk,"The Incredible Hulk may not be quite the smashing success that fans of Marvel's raging behemoth might hope for, but it offers more than enough big green action to make up for its occasionally puny narrative.",149,fresh,67,6.2,222,73,71,3.6,735009,movie,N/A,"Zak Penn (screenplay), Zak Penn (screen story)",2008
tt0421715,"Cate Blanchett, Brad Pitt, Julia Ormond, Faune Chambers Watkins",Won 3 Oscars. Another 73 wins & 146 nominations.,N/A,USA,David Fincher,05 May 2009,"Drama, Fantasy, Romance",7.8,"458,431","English, Russian, French",70,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",http://ia.media-imdb.com/images/M/MV5BNjQ0NTY2ODY2M15BMl5BanBnXkFtZTgwMjE4MzkxMDE@._V1_SX300.jpg,Paramount,PG-13,25 Dec 2008,True,166 min,The Curious Case of Benjamin Button,Curious Case of Benjamin Button is an epic fantasy tale with rich storytelling backed by fantastic performances.,171,certified,72,7.1,238,67,80,3.7,689208,movie,N/A,"Eric Roth (screenplay), Eric Roth (story), Robin Swicord (story), F. Scott Fitzgerald (short story)",2008
tt1205489,"Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her",Nominated for 1 Golden Globe. Another 20 wins & 17 nominations.,N/A,"USA, Germany",Clint Eastwood,09 Jun 2009,Drama,8.2,"561,022","English, Hmong",72,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",http://ia.media-imdb.com/images/M/MV5BMTQyMTczMTAxMl5BMl5BanBnXkFtZTcwOTc1ODE0Mg@@._V1_SX300.jpg,Warner Bros. Pictures/Village Roadshow,R,09 Jan 2009,True,116 min,Gran Torino,"Though a minor entry in Eastwood's body of work, Gran Torino is nevertheless a humorous, touching, and intriguing old-school parable.",178,certified,79,7.1,224,46,90,4.1,330701,movie,N/A,"Nick Schenk (screenplay), Dave Johannson (story), Nick Schenk (story)",2008
